Voltage,Current,Power,Energy,Frequency,PF
225.0000,0.4630,97.1000,0.2840,49.9000,0.9300
226.0000,0.4600,96.5000,0.2840,49.9000,0.9300
226.0000,0.4550,96.2000,0.2840,50.0000,0.9400
225.0000,0.4640,97.9000,0.2840,49.9000,0.9400
225.0000,0.4570,96.1000,0.2840,50.0000,0.9300
225.0000,0.4520,95.5000,0.2840,50.0000,0.9400
225.0000,0.4470,94.5000,0.2840,50.0000,0.9400
225.0000,0.4410,93.1000,0.2840,50.0000,0.9400
225.0000,0.4480,94.0000,0.2840,50.0000,0.9300
225.0000,0.4490,94.6000,0.2850,50.0000,0.9400
225.0000,0.4910,103.2000,0.2850,50.0000,0.9300
225.0000,0.4670,98.6000,0.2850,50.0000,0.9400
225.0000,0.4530,94.9000,0.2850,50.0000,0.9300
225.0000,0.4490,94.1000,0.2850,50.0000,0.9300
225.0000,0.4480,93.8000,0.2850,50.0000,0.9300
225.0000,0.4420,93.2000,0.2850,50.0000,0.9400
225.0000,0.4470,94.5000,0.2850,50.0000,0.9400
226.0000,0.4430,93.9000,0.2850,50.0000,0.9400
226.0000,0.4430,93.4000,0.2850,50.0000,0.9300
226.0000,0.4470,93.7000,0.2850,50.0000,0.9300
226.0000,0.4410,92.9000,0.2850,50.0000,0.9300
226.0000,0.4450,93.5000,0.2850,50.0000,0.9300
226.0000,0.4520,95.4000,0.2850,50.0000,0.9300
226.0000,0.4450,94.1000,0.2850,50.0000,0.9400
226.0000,0.4470,94.6000,0.2850,50.0000,0.9400
226.0000,0.4520,94.6000,0.2850,50.0000,0.9300
226.0000,0.4470,94.0000,0.2850,50.0000,0.9300
226.0000,0.4490,95.1000,0.2850,50.0000,0.9400
226.0000,0.4430,93.6000,0.2860,50.0000,0.9400
226.0000,0.4490,94.8000,0.2860,50.0000,0.9400
226.0000,0.4580,96.8000,0.2860,50.0000,0.9400
226.0000,0.4520,95.0000,0.2860,50.0000,0.9300
226.0000,0.4500,94.7000,0.2860,50.0000,0.9300
226.0000,0.4480,94.5000,0.2860,50.0000,0.9400
226.0000,0.4430,92.7000,0.2860,50.0000,0.9300
225.0000,0.4500,94.8000,0.2860,50.0000,0.9400
226.0000,0.4490,94.7000,0.2860,50.0000,0.9300
226.0000,0.4440,94.3000,0.2860,50.0000,0.9400
226.0000,0.4440,94.2000,0.2860,50.0000,0.9400
226.0000,0.4510,94.9000,0.2860,50.0000,0.9300
226.0000,0.4480,93.9000,0.2860,50.0000,0.9300
226.0000,0.4430,93.4000,0.2860,50.0000,0.9300
225.0000,0.4440,92.9000,0.2860,50.0000,0.9300
226.0000,0.4460,93.7000,0.2860,50.0000,0.9300
225.0000,0.4410,93.0000,0.2860,50.0000,0.9400
225.0000,0.4470,93.8000,0.2860,50.0000,0.9300
225.0000,0.4440,93.4000,0.2860,50.0000,0.9300
225.0000,0.4480,94.3000,0.2870,50.0000,0.9300
225.0000,0.4440,93.1000,0.2870,50.0000,0.9300
225.0000,0.4420,92.7000,0.2870,50.0000,0.9300
225.0000,0.4420,93.4000,0.2870,50.0000,0.9400
225.0000,0.4460,94.0000,0.2870,50.0000,0.9400
226.0000,0.4490,94.1000,0.2870,49.9000,0.9300
226.0000,0.4500,94.8000,0.2870,49.9000,0.9300
226.0000,0.4480,94.0000,0.2870,50.0000,0.9300
226.0000,0.4440,93.5000,0.2870,49.9000,0.9300230.0000,0.0110,3.3000,0.3520,50.0000,1.0000
230.0000,0.2180,39.2000,0.3520,50.0000,0.7800
230.0000,0.3460,68.6000,0.3520,50.0000,0.8600
230.0000,0.4310,89.2000,0.3520,50.0000,0.9000
230.0000,0.4360,90.2000,0.3520,50.0000,0.9000
230.0000,0.4360,89.6000,0.3520,50.0000,0.8900
230.0000,0.4380,88.2000,0.3520,50.0000,0.8700
230.0000,0.4480,89.6000,0.3520,50.0000,0.8700
230.0000,0.3930,79.2000,0.3520,50.0000,0.8800
230.0000,0.3980,79.9000,0.3520,50.0000,0.8700
230.0000,0.3890,78.0000,0.3520,50.0000,0.8700
230.0000,0.3790,75.9000,0.3520,50.0000,0.8700
230.0000,0.3750,75.3000,0.3520,50.0000,0.8700
230.0000,0.3250,64.1000,0.3520,50.0000,0.8600
230.0000,0.3290,64.9000,0.3520,50.0000,0.8600
230.0000,0.3300,65.1000,0.3520,50.0000,0.8600
230.0000,0.3380,66.6000,0.3520,49.9000,0.8600
230.0000,0.3310,65.0000,0.3520,50.0000,0.8500
230.0000,0.3320,65.4000,0.3520,50.0000,0.8600
230.0000,0.4190,78.3000,0.3520,50.0000,0.8100
230.0000,0.3680,72.6000,0.3520,50.0000,0.8600
230.0000,0.3290,65.0000,0.3520,50.0000,0.8600
230.0000,0.3280,64.7000,0.3520,50.0000,0.8600
230.0000,0.3280,64.7000,0.3520,50.0000,0.8600
230.0000,0.3420,67.0000,0.3520,50.0000,0.8500
230.0000,0.3250,64.3000,0.3530,50.0000,0.8600
230.0000,0.3260,64.4000,0.3530,50.0000,0.8600
230.0000,0.3250,64.1000,0.3530,50.0000,0.8600
230.0000,0.3280,64.7000,0.3530,50.0000,0.8600
230.0000,0.3260,64.2000,0.3530,50.0000,0.8600
230.0000,0.3280,64.9000,0.3530,50.0000,0.8600
230.0000,0.3280,64.7000,0.3530,50.0000,0.8600
230.0000,0.3570,70.7000,0.3530,50.0000,0.8600
230.0000,0.3830,77.1000,0.3530,50.0000,0.8700
230.0000,0.3760,75.3000,0.3530,50.0000,0.8700
230.0000,0.3780,75.7000,0.3530,50.0000,0.8700
230.0000,0.3760,75.2000,0.3530,49.9000,0.8700
230.0000,0.3780,75.6000,0.3530,50.0000,0.8700
230.0000,0.3500,70.0000,0.3530,49.9000,0.8700
230.0000,0.3250,64.1000,0.3530,50.0000,0.8600
230.0000,0.3260,64.3000,0.3530,50.0000,0.8600
230.0000,0.3240,63.8000,0.3530,50.0000,0.8600
230.0000,0.3250,64.1000,0.3530,50.0000,0.8600
230.0000,0.3230,63.7000,0.3530,50.0000,0.8600
230.0000,0.3240,63.9000,0.3530,50.0000,0.8600
230.0000,0.3230,63.8000,0.3530,50.0000,0.8600
230.0000,0.3240,64.0000,0.3530,50.0000,0.8600
230.0000,0.3240,64.1000,0.3530,50.0000,0.8600
230.0000,0.3240,64.0000,0.3530,50.0000,0.8600
230.0000,0.3250,64.2000,0.3530,50.0000,0.8600
230.0000,0.3230,63.8000,0.3530,50.0000,0.8600
230.0000,0.3240,63.9000,0.3530,50.0000,0.8600
230.0000,0.3240,64.0000,0.3540,50.0000,0.8600
230.0000,0.3470,69.1000,0.3540,50.0000,0.8600
230.0000,0.3330,65.8000,0.3540,50.0000,0.8600
230.0000,0.3180,62.9000,0.3540,50.0000,0.8600
230.0000,0.3160,62.6000,0.3540,50.0000,0.8600
230.0000,0.3160,62.5000,0.3540,50.0000,0.8600
230.0000,0.3180,63.0000,0.3540,50.0000,0.8600
230.0000,0.3160,62.3000,0.3540,50.0000,0.8600
230.0000,0.3170,62.8000,0.3540,50.0000,0.8600
230.0000,0.3170,62.8000,0.3540,50.0000,0.8600
231.0000,0.3170,62.7000,0.3540,50.0000,0.8600
230.0000,0.3160,62.6000,0.3540,50.0000,0.8600
231.0000,0.3160,62.5000,0.3540,50.0000,0.8600
231.0000,0.3170,62.8000,0.3540,50.0000,0.8600
230.0000,0.3160,62.5000,0.3540,50.0000,0.8600
230.0000,0.3170,62.7000,0.3540,50.0000,0.8600
230.0000,0.3180,62.9000,0.3540,50.0000,0.8600
230.0000,0.3160,62.6000,0.3540,50.0000,0.8600
230.0000,0.3160,62.5000,0.3540,50.0000,0.8600
230.0000,0.3170,62.7000,0.3540,50.0000,0.8600
230.0000,0.3170,62.8000,0.3540,50.0000,0.8600
230.0000,0.3170,62.5000,0.3540,50.0000,0.8600
230.0000,0.3170,62.7000,0.3540,50.0000,0.8600
230.0000,0.3160,62.3000,0.3540,50.0000,0.8600
230.0000,0.3170,62.7000,0.3540,50.0000,0.8600
230.0000,0.3150,62.3000,0.3540,50.0000,0.8600
230.0000,0.3180,63.0000,0.3540,50.0000,0.8600
230.0000,0.3190,63.2000,0.3540,50.0000,0.8600
230.0000,0.3190,63.2000,0.3540,50.0000,0.8600
230.0000,0.3180,63.0000,0.3550,50.0000,0.8600
230.0000,0.3180,63.0000,0.3550,50.0000,0.8600
230.0000,0.3370,67.0000,0.3550,50.0000,0.8600
230.0000,0.3240,64.3000,0.3550,50.0000,0.8600
230.0000,0.3190,63.1000,0.3550,50.0000,0.8600
230.0000,0.3160,62.5000,0.3550,50.0000,0.8600
230.0000,0.3180,62.8000,0.3550,50.0000,0.8600
230.0000,0.3170,62.7000,0.3550,50.0000,0.8600
230.0000,0.3170,62.7000,0.3550,50.0000,0.8600
230.0000,0.3190,63.0000,0.3550,50.0000,0.8600
230.0000,0.3170,62.7000,0.3550,50.0000,0.8600
230.0000,0.3180,63.0000,0.3550,50.0000,0.8600
230.0000,0.3180,62.9000,0.3550,50.0000,0.8600
230.0000,0.3190,63.1000,0.3550,50.0000,0.8600
230.0000,0.3180,62.9000,0.3550,50.0000,0.8600
230.0000,0.3180,62.9000,0.3550,50.0000,0.8600
230.0000,0.3200,63.5000,0.3550,50.0000,0.8600
